spider,tub,container,noise_location,Week,Box,Area,pic_mean,black_mean,white_mean,StdDev,Min,Max
AP268,29,5,rural,2,picture,21.434,66.576,30.889,209.493,13.519,0,181
AP268,29,5,rural,3,picture,21.897,71.769,31.359,208.171,13.889,13,171
AP268,29,5,rural,4,picture,16.134,58.755,37.553,227.102,17.693,11,148
AP268,29,5,rural,5,picture,20.54,61.123,30.141,210.103,17.477,8,177
AP268,29,5,rural,6,picture,23.642,73.605,34.771,226.952,17.539,13,177
AP098,29,6,rural,1,picture,19.944,92.484,37.425,236.652,29.913,7,190
AP098,29,6,rural,2,picture,19.553,73.275,32.111,212.57,21.812,0,235
AP098,29,6,rural,3,picture,25.438,114.089,43.612,237.034,25.524,24,239
AP098,29,6,rural,4,picture,19.668,83.842,30.959,222.017,15.849,21,185
AP098,29,6,rural,5,picture,19.7,86.439,33.955,226.06,17.584,21,160
AP098,29,6,rural,6,picture,18.83,95.215,35.965,228.351,18.17,30,157
AP037,29,7,city,1,picture,19.94,50.04,31.59,233.58,16.98,1,158
AP037,29,7,city,2,picture,21.224,51.296,28.954,229.846,16.383,0,145
AP037,29,7,city,3,picture,22.541,44.461,28.575,215.454,15.04,0,158
AP037,29,7,city,4,picture,19.662,45.272,31.215,226.522,12.473,4,129
AP037,29,7,city,5,picture,19.32,63.575,39.398,239.306,14.812,14,146
AP037,29,7,city,6,picture,17.268,49.091,28.582,224.313,11.079,5,138
AP226,29,8,city,1,picture,17.235,68.609,28.931,233.509,18.784,15,193
AP226,29,8,city,2,picture,19.758,68.768,26.44,227.862,17.085,11,193
AP226,29,8,city,3,picture,29.642,75.839,23.774,219.955,20.127,5,173
AP226,29,8,city,4,picture,14.758,45.241,24.667,218.322,11.794,2,148
AP226,29,8,city,5,picture,19.824,81.814,29.87,233.495,14.219,29,137
AP226,29,8,city,6,picture,21.228,91.374,32.166,236.589,16.061,22,158
AP012,29,9,city,1,picture,19.817,107.471,36.229,235.07,21.127,39,185
AP012,29,9,city,2,picture,18.411,91.052,27.702,220.133,21.595,22,212
AP012,29,9,city,3,picture,22.408,105.901,31.777,222.824,23.344,19,215
AP012,29,9,city,4,picture,18.752,104.283,35.456,233.647,19.563,36,179
AP012,29,9,city,5,picture,21.923,82.263,23.155,205.76,16.326,23,172
AP012,29,9,city,6,picture,20.682,110.332,30.209,226.302,18.653,36,194
AP024,30,1,city,1,picture,20.443,49.929,28.047,210.648,20.435,0,182
AP024,30,1,city,2,picture,19.776,64.693,54.454,208.835,16.143,9,171
AP024,30,1,city,3,picture,17.985,74.042,28.118,215.665,16.032,12,201
AP024,30,1,city,4,picture,19.19,49.298,26.71,204.315,15.732,3,141
AP024,30,1,city,5,picture,20.29,38.353,25.397,182.229,12.261,0,112
AP024,30,1,city,6,picture,17.157,58.921,25.322,211.073,17.752,10,146
AP269,30,2,rural,1,picture,23.98,49.801,51.142,234.873,18.552,0,194
AP269,30,2,rural,2,picture,23.143,61.631,73.522,219.955,19.578,0,166
AP269,30,2,rural,3,picture,20.724,66.832,50.39,209.22,13.926,11,146
AP269,30,2,rural,4,picture,20.117,64.892,29.709,220.041,14.795,7,141
AP269,30,2,rural,5,picture,24.225,114.774,63.561,244.043,21.472,28,226
AP269,30,2,rural,6,picture,27.852,85.403,47.051,219.475,16.653,18,170
AP081,30,3,city,1,picture,18.889,55.252,28.923,229.267,17.228,6,200
AP081,30,3,city,2,picture,18.314,55.702,24.372,225.116,16.059,7,211
AP081,30,3,city,3,picture,24.518,36.874,17.26,198.121,13.321,0,119
AP081,30,3,city,4,picture,22.013,27.46,18.277,194.975,12.214,0,107
AP081,30,3,city,5,picture,21.155,63.773,33.102,238.689,22.002,0,177
AP081,30,3,city,6,picture,21.702,39.363,20.573,205.475,11.802,0,95
AP078,30,4,city,1,picture,20.71,56.746,28.397,217.049,17.342,6,202
AP078,30,4,city,2,picture,16.467,52.36,25.596,210.986,14.329,6,138
AP078,30,4,city,3,picture,19.441,57.383,24.754,212.256,15.168,7,165
AP078,30,4,city,4,picture,18.604,38.06,21.928,203.214,10.784,0,143
AP078,30,4,city,5,picture,24.324,56.776,23.883,213.607,14.088,6,159
AP078,30,4,city,6,picture,22.794,92.478,35.389,233.326,19.943,23,224
AP220,30,5,city,1,picture,23.681,57.846,28.721,227.195,19.944,0,189
AP220,30,5,city,2,picture,20.675,59.475,33.531,213.076,19.608,1,230
AP220,30,5,city,3,picture,17.887,65.314,30.829,222.619,18.244,5,173
AP220,30,5,city,4,picture,17.208,57.713,28.577,225.012,18.126,0,158
AP220,30,5,city,5,picture,19.306,65.006,31.362,216.08,18.778,4,139
AP220,30,5,city,6,picture,17,57.595,28.027,212.532,16.897,2,119
AP237,30,7,city,1,picture,20.566,75.292,37.958,243.391,20.876,13,224
AP237,30,7,city,2,picture,22.688,50.282,30.258,220.518,17.52,0,185
AP237,30,7,city,3,picture,19.551,52.816,27.61,215.238,17.023,2,176
AP237,30,7,city,4,picture,19.591,36.543,29.438,197.492,12.169,0,112
AP237,30,7,city,5,picture,19.967,75.196,35.964,234.56,17.179,11,173
AP237,30,7,city,6,picture,20.907,81.267,29.398,226.013,18.352,3,170
AP023,30,8,city,1,picture,23.906,74.513,36.971,244.708,25.331,8,238
AP023,30,8,city,2,picture,21.517,52.5,21.642,213.093,14.478,1,185
AP023,30,8,city,3,picture,22.849,58.316,21.198,210.045,13.513,4,150
AP023,30,8,city,4,picture,18.85,50.315,26.794,228.247,14.337,2,136
AP023,30,8,city,5,picture,25.185,83.83,34.231,238.961,19.904,17,182
AP023,30,8,city,6,picture,20.16,88.825,32.771,239.924,19.344,25,179
AP101,30,9,rural,1,picture,17.663,91.736,34.315,233.172,28.816,10,196
AP101,30,9,rural,2,picture,18.465,106.657,39.077,238.506,29.41,9,237
AP101,30,9,rural,3,picture,18.323,101.208,27.837,218.95,20.915,13,221
AP101,30,9,rural,4,picture,18.809,96.361,36.164,234.843,24.303,6,211
AP101,30,9,rural,5,picture,23.018,74.183,24.983,209.621,22.688,8,159
AP101,30,9,rural,6,picture,17.147,109.629,37.927,238.134,30.743,21,244
